numero_police,date_edition,date_effet,date_echeance,numero_immatriculation,statut_contrat,entite,type_intermediaire
POL771729,2021-09-07,2023-06-25,2023-07-30,7Y JU830,expiré,yako,courtier
POL407548,2021-09-17,2021-11-21,2024-09-22,SAX-9733,valide,akwaba,direct
POL391748,2020-05-13,2022-06-02,2023-09-11,962 KLN,suspendu,yako,courtier
POL450595,2021-11-10,2023-01-23,2023-10-28,034 LIL,expiré,yako,direct
POL140387,2021-09-20,2022-04-15,2024-03-25,MJS-459,suspendu,yako,direct
POL397776,2021-04-07,2022-08-24,2024-05-04,3P 2E0AXJ,expiré,akwaba,direct
POL103256,2020-08-05,2024-10-22,2024-10-28,087 KAC,valide,yako,agent
POL162634,2023-08-15,2023-12-17,2024-07-09,770-JSN,expiré,akwaba,agent
POL059605,2019-11-12,2023-11-30,2024-11-17,E14 5JT,annulé,akwaba,direct
POL125170,2023-10-23,2025-06-02,2025-06-07,2-68287,annulé,akwaba,courtier
POL064276,2020-11-14,2021-04-25,2024-07-30,338-XYU,suspendu,akwaba,courtier
POL206362,2024-04-12,2025-06-09,2025-08-05,465 5QS,suspendu,yako,courtier
POL095230,2024-08-10,2024-10-22,2025-03-10,WQ1 B6C,annulé,akwaba,courtier
POL119929,2024-08-27,2025-07-03,2025-07-22,4II 746,expiré,yako,direct
POL167880,2023-08-10,2024-08-01,2025-01-26,1PC Y24,suspendu,akwaba,courtier
POL385672,2023-08-12,2025-03-18,2025-07-15,625 9LW,suspendu,akwaba,courtier
POL014420,2020-05-14,2022-12-07,2025-04-07,4J ZB806,suspendu,akwaba,direct
POL532259,2023-11-23,2025-09-10,2025-09-11,WH1 9426,annulé,yako,direct
POL156723,2022-11-15,2025-08-21,2025-09-24,T57-47I,suspendu,akwaba,agent
POL727008,2023-01-01,2024-03-02,2024-10-07,O82-KBF,suspendu,yako,courtier
POL332797,2023-04-28,2023-05-07,2024-07-26,727-HVV,annulé,yako,courtier
POL453022,2020-11-19,2024-03-11,2024-05-30,036E5,suspendu,yako,direct
POL867643,2021-10-26,2023-05-19,2025-07-15,MW3 9723,expiré,akwaba,courtier
POL820558,2021-02-25,2024-11-26,2025-02-25,N03 2XY,valide,akwaba,courtier
POL530419,2020-12-27,2022-02-27,2025-04-07,06-78991,annulé,akwaba,courtier
POL235448,2022-04-10,2024-11-21,2025-09-23,QIJ-086,annulé,yako,agent
POL067910,2021-11-23,2024-12-06,2025-08-19,685 4HI,annulé,yako,agent
POL504681,2021-04-09,2025-04-14,2025-07-01,5LT B11,valide,yako,direct
POL095881,2020-10-10,2022-01-10,2025-02-07,638-PGY,valide,akwaba,courtier
POL869017,2022-08-02,2022-12-18,2025-09-14,378-LKW,expiré,akwaba,courtier
POL653176,2023-08-25,2023-10-22,2025-07-28,ZSL Z26,valide,yako,direct
POL503996,2019-11-27,2023-02-20,2023-08-13,729OLZ,suspendu,yako,direct
POL818726,2019-11-24,2022-10-16,2024-04-25,4KG 771,suspendu,yako,agent
POL360461,2020-11-08,2025-04-19,2025-08-04,7135 WW,valide,akwaba,agent
POL794332,2020-07-27,2022-01-23,2023-01-01,01T•629,expiré,akwaba,agent
POL429975,2023-06-04,2025-02-03,2025-07-20,DSH 846,valide,akwaba,direct
POL046659,2024-03-18,2025-04-17,2025-06-22,FZB1798,expiré,akwaba,direct
POL900443,2024-09-12,2025-02-03,2025-04-28,770 4644,valide,akwaba,direct
POL964571,2023-01-21,2025-02-19,2025-03-15,TVR 969,valide,yako,courtier
POL811751,2024-02-22,2025-06-12,2025-07-12,03S ZU6,suspendu,yako,courtier
POL162381,2020-03-07,2020-07-21,2022-02-21,KYP4973,annulé,akwaba,agent
POL628446,2021-04-04,2021-12-12,2023-06-19,64C L41,valide,yako,direct
POL470416,2022-10-09,2023-04-15,2024-08-10,UZB 628,valide,yako,agent
POL930424,2020-04-11,2022-02-28,2024-07-07,88-ZL25,expiré,yako,direct
POL309121,2024-06-24,2025-07-20,2025-08-26,KRV-1707,expiré,akwaba,direct
POL459745,2024-04-07,2024-05-23,2025-06-29,255 TL6,valide,yako,direct
POL840375,2022-01-15,2025-07-22,2025-09-18,G32-FPT,expiré,akwaba,agent
POL560157,2022-06-16,2024-04-04,2024-10-08,293-KKF,expiré,yako,direct
POL789736,2020-04-09,2022-02-17,2023-03-03,31G 4194,expiré,yako,courtier
POL640338,2024-01-21,2025-09-21,2025-09-21,50-Q579,suspendu,akwaba,agent
POL664198,2021-12-10,2025-09-17,2025-09-19,X91-RCR,valide,akwaba,courtier
POL640419,2022-06-09,2024-11-30,2025-09-07,91-46537,annulé,akwaba,courtier
POL344328,2022-01-18,2023-12-17,2024-11-11,971 XDO,suspendu,yako,direct
POL249097,2023-12-01,2024-02-09,2024-08-17,KDP 433,annulé,yako,courtier
POL161639,2022-08-14,2023-08-12,2025-02-14,1-6421N,valide,yako,direct
POL042790,2023-02-18,2025-07-27,2025-08-14,MQK 092,expiré,akwaba,courtier
POL687997,2021-05-18,2022-01-03,2022-03-08,6IRP 59,annulé,yako,courtier
POL785541,2021-03-23,2023-09-06,2024-01-12,75T 236,annulé,akwaba,courtier
POL737366,2024-02-06,2025-05-21,2025-06-03,43MS267,expiré,yako,courtier
POL888389,2019-10-05,2023-08-21,2024-08-24,737-CVR,valide,akwaba,courtier
POL441898,2020-12-24,2023-06-15,2025-08-29,653-GXP,annulé,yako,courtier
POL926919,2020-02-13,2023-04-30,2023-11-21,08-3623T,suspendu,akwaba,courtier
POL935151,2021-11-08,2024-04-20,2025-04-16,6V LS866,expiré,akwaba,courtier
POL222008,2024-01-15,2025-06-11,2025-08-27,AQJ 991,expiré,akwaba,agent
POL169710,2021-03-18,2022-02-11,2024-04-07,4JU1992,suspendu,akwaba,direct
POL469995,2019-11-15,2020-04-29,2023-12-26,B34 0OI,annulé,yako,agent
POL455675,2020-10-13,2025-03-06,2025-09-23,88T 226,expiré,akwaba,agent
POL703700,2024-07-07,2024-12-17,2025-05-24,585-OUQ,annulé,yako,direct
POL341371,2022-09-17,2025-09-10,2025-09-13,770R,valide,akwaba,agent
POL077480,2019-11-13,2022-11-27,2024-05-31,HGV 406,valide,akwaba,courtier
POL959322,2024-09-20,2024-11-06,2025-03-19,953YUU,annulé,yako,direct
POL335981,2023-09-26,2024-10-10,2025-01-19,8VF8184,annulé,akwaba,direct
POL686261,2022-02-08,2023-11-16,2024-07-29,7V 5X3YEP,annulé,akwaba,agent
POL856293,2023-07-26,2024-09-17,2025-06-14,5545 UK,valide,yako,courtier
POL427946,2022-04-05,2023-05-02,2025-06-01,259 LPY,suspendu,akwaba,agent
POL676745,2023-07-26,2024-07-02,2025-04-13,Q86 0YE,suspendu,yako,direct
POL365480,2020-04-05,2021-10-25,2024-08-16,61C 4973,valide,akwaba,agent
POL719314,2022-05-22,2024-02-29,2025-05-05,WLW 8771,suspendu,akwaba,courtier
POL428720,2020-11-26,2021-08-17,2023-09-03,0DG74,expiré,yako,agent
POL113090,2022-11-04,2025-09-08,2025-09-20,42PD0,valide,akwaba,courtier
POL316524,2023-02-11,2024-02-24,2024-05-22,CS0 4231,annulé,yako,agent
POL664080,2023-08-01,2024-12-16,2025-04-10,056 UEK,expiré,akwaba,courtier
POL922012,2024-07-24,2025-05-09,2025-05-22,U67-FBN,suspendu,yako,agent
POL630871,2022-05-27,2025-01-10,2025-04-11,2WD G04,suspendu,yako,direct
POL433789,2022-09-09,2025-01-09,2025-09-09,LXA 026,suspendu,yako,agent
POL206430,2022-10-01,2025-02-03,2025-07-09,741-NIH,expiré,yako,courtier
POL517351,2021-08-01,2023-01-02,2023-01-29,JOR 409,annulé,yako,direct
POL765057,2020-03-14,2022-02-07,2024-03-27,27A O87,suspendu,yako,courtier
POL778666,2020-01-05,2024-06-09,2024-11-29,162-ZAF,annulé,akwaba,direct
POL751846,2023-09-18,2023-10-09,2024-05-22,8-Y1603,expiré,akwaba,direct
POL079610,2021-06-16,2022-05-13,2022-06-02,JMU 695,expiré,akwaba,direct
POL452859,2021-06-01,2021-09-03,2022-08-01,HUU 031,valide,yako,direct
POL634558,2022-12-16,2024-11-11,2024-11-11,412FT,annulé,yako,courtier
POL823302,2024-08-14,2024-12-08,2025-06-25,VCD 470,expiré,yako,courtier
POL037472,2019-12-17,2024-05-15,2024-08-05,4R 98098,expiré,yako,agent
POL735513,2023-07-30,2024-04-28,2024-10-16,564429,valide,akwaba,direct
POL600232,2023-09-27,2025-05-03,2025-06-11,ZQT 140,annulé,akwaba,agent
POL287153,2023-04-23,2023-08-01,2024-08-08,7ZI40,valide,akwaba,courtier
POL115625,2024-07-24,2024-12-22,2025-04-30,967 IPH,valide,yako,courtier
POL235284,2019-10-30,2024-09-10,2024-09-26,843-ACS,annulé,yako,direct
POL578269,2022-05-04,2024-08-08,2024-09-24,182-324,annulé,akwaba,agent
POL899389,2021-10-18,2022-11-12,2025-08-13,567 RNJ,suspendu,yako,courtier
POL761674,2023-07-19,2023-12-10,2024-08-12,30ZC2,valide,yako,agent
POL462108,2022-02-26,2025-05-15,2025-08-19,O67 2XM,suspendu,akwaba,courtier
POL054053,2020-03-10,2021-03-27,2023-01-26,86-YD51,annulé,yako,agent
POL306604,2024-06-17,2025-04-06,2025-09-07,548 SXP,suspendu,yako,agent
POL703856,2024-01-09,2024-12-30,2025-07-18,37P A92,annulé,akwaba,agent
POL290043,2024-01-18,2024-10-03,2025-02-03,096-PHA,valide,akwaba,agent
POL639240,2020-11-13,2022-09-02,2025-05-21,2C 5446J,valide,akwaba,direct
POL868237,2024-06-14,2025-03-23,2025-07-07,9FV 965,suspendu,yako,agent
POL714190,2020-10-02,2024-05-04,2025-01-16,98X•570,valide,akwaba,agent
POL434719,2022-11-30,2024-02-04,2025-02-08,067-KNO,expiré,yako,agent
POL760594,2023-05-23,2025-04-28,2025-08-21,CIR-350,expiré,akwaba,direct
POL693211,2019-12-04,2022-02-10,2023-06-02,588G,expiré,akwaba,courtier
POL830298,2021-07-11,2023-09-27,2025-01-03,925-CRW,expiré,yako,agent
POL366030,2022-04-26,2024-07-10,2024-10-27,9C 2062E,valide,akwaba,courtier
POL540363,2020-02-20,2025-04-07,2025-05-26,9TP 074,valide,akwaba,agent
POL890610,2022-10-16,2025-06-05,2025-06-29,05CY382,expiré,yako,direct
POL150745,2024-06-08,2024-11-05,2024-12-30,499 WFB,annulé,akwaba,agent
POL460332,2020-05-31,2020-08-15,2022-05-13,1-8868I,suspendu,yako,agent
POL340936,2022-07-16,2024-06-25,2025-07-21,013-HOC,suspendu,akwaba,agent
POL813556,2020-09-30,2023-10-22,2024-12-04,T30 5TP,valide,akwaba,direct
POL047514,2021-08-14,2025-04-08,2025-07-09,HIU 228,expiré,yako,agent
POL132906,2023-03-18,2025-01-10,2025-08-02,82-S177,valide,akwaba,agent
POL140099,2022-09-03,2025-05-08,2025-05-27,2DZ 326,expiré,akwaba,agent
POL364533,2023-11-15,2025-01-29,2025-06-10,9-Q2779,valide,akwaba,direct
POL275173,2022-11-17,2024-02-17,2024-05-15,285-702,suspendu,akwaba,courtier
POL803546,2020-08-03,2023-09-26,2025-08-30,JXM-871,valide,akwaba,courtier
POL985663,2023-05-28,2025-08-30,2025-09-11,QM 40735,annulé,yako,courtier
POL902957,2023-07-05,2024-02-17,2025-06-28,092 HZP,annulé,yako,direct
POL870728,2024-04-06,2025-05-26,2025-08-25,388IJC,expiré,yako,courtier
POL375539,2022-01-13,2023-06-28,2024-05-29,I05 2CA,suspendu,yako,courtier
POL720672,2019-10-28,2024-12-15,2025-07-04,4JAR 37,expiré,yako,direct
POL226319,2024-01-26,2025-03-24,2025-06-14,3F DI749,expiré,yako,courtier
POL855898,2022-03-31,2023-10-01,2025-08-01,RXL 933,expiré,yako,direct
POL135133,2022-05-15,2025-06-27,2025-08-30,KQC 203,expiré,akwaba,direct
POL833893,2022-12-19,2024-11-17,2025-03-03,Y45 5HV,suspendu,yako,courtier
POL802813,2019-12-23,2025-02-17,2025-07-05,T 862278,annulé,yako,agent
POL743143,2021-05-06,2024-08-25,2025-08-20,9LRO164,expiré,akwaba,courtier
POL718450,2023-12-09,2025-02-01,2025-02-05,6713 SM,annulé,akwaba,agent
POL540764,2023-07-23,2024-07-03,2025-08-09,PW3 0811,expiré,akwaba,agent
POL336947,2020-09-04,2020-09-20,2023-10-31,53-9865V,annulé,yako,agent
POL452158,2023-10-02,2024-02-12,2024-09-27,7YH37,valide,akwaba,direct
POL974041,2022-10-08,2023-04-05,2023-11-10,9GFH836,valide,akwaba,direct
POL182333,2023-02-02,2024-03-28,2025-05-26,76-I364,suspendu,akwaba,direct
POL167230,2023-09-18,2024-05-11,2025-09-03,CF2 7928,valide,yako,courtier
POL048191,2023-12-10,2024-12-19,2025-09-09,47OL2,annulé,akwaba,direct
POL569864,2023-08-27,2025-07-27,2025-08-15,1XN8858,expiré,akwaba,agent
POL501605,2020-07-30,2024-08-14,2025-08-24,COX-637,annulé,akwaba,agent
POL671929,2022-02-02,2024-02-22,2025-06-10,53W•042,valide,akwaba,courtier
POL760787,2022-12-01,2024-04-09,2025-09-18,7C L8583,annulé,akwaba,direct
POL070563,2020-10-27,2023-11-24,2025-02-06,3ZC 202,valide,yako,direct
POL099591,2022-09-02,2024-04-09,2025-06-29,209-MQR,expiré,yako,direct
POL318637,2022-05-21,2022-12-11,2024-01-28,8XL3680,suspendu,yako,direct
POL658904,2020-12-06,2024-02-26,2025-02-26,5NV60,expiré,yako,agent
POL533717,2021-05-12,2024-06-16,2025-08-27,5CV 900,suspendu,akwaba,courtier
POL851227,2021-06-13,2022-11-14,2024-10-30,TQW-764,expiré,akwaba,agent
POL868358,2023-12-06,2025-07-29,2025-09-16,539AIP,annulé,akwaba,direct
POL001026,2024-02-14,2024-08-17,2025-04-04,51-P237,expiré,akwaba,courtier
POL630573,2020-09-10,2021-02-16,2021-10-31,630-AGA,annulé,akwaba,direct
POL573388,2020-06-06,2022-01-13,2024-09-09,61E F74,expiré,akwaba,direct
POL586816,2023-06-09,2024-05-28,2025-01-10,IGR-187,suspendu,yako,direct
POL691256,2021-09-27,2024-06-17,2025-02-12,0SA 232,valide,akwaba,agent
POL196953,2023-03-23,2023-10-26,2024-09-11,66Y A92,valide,yako,direct
POL100390,2023-06-30,2023-12-11,2025-01-02,531 IOP,expiré,akwaba,agent
POL731549,2024-07-15,2024-08-31,2025-06-27,DEH 015,expiré,yako,agent
POL622614,2019-11-21,2020-03-09,2023-01-30,5BM V38,suspendu,akwaba,agent
POL315569,2020-10-03,2021-10-27,2025-09-18,RKJ-3366,annulé,yako,direct
POL342023,2023-02-20,2025-05-08,2025-05-29,5-88595,suspendu,akwaba,courtier
POL616317,2024-08-15,2025-02-04,2025-08-25,UUR9154,suspendu,akwaba,agent
POL335024,2022-10-01,2025-07-23,2025-08-27,LYZ 585,valide,akwaba,courtier
POL200770,2023-07-22,2024-03-30,2025-04-08,201 2NU,valide,yako,agent
POL098665,2021-08-15,2023-08-24,2025-06-08,RN1 P8S,valide,akwaba,courtier
POL818625,2023-10-06,2024-11-28,2025-08-05,1RZ 824,expiré,yako,courtier
POL415708,2021-01-31,2022-03-29,2024-11-22,KAW 469,suspendu,yako,courtier
POL990841,2022-05-14,2024-05-17,2024-09-03,AJ 1486,expiré,akwaba,agent
POL641152,2023-08-14,2025-03-16,2025-06-03,2C 13818,annulé,akwaba,direct
POL893139,2019-09-30,2021-04-12,2024-02-18,205-WKTN,valide,yako,courtier
POL977086,2024-09-02,2025-04-13,2025-06-24,0XP71,suspendu,yako,courtier
POL150989,2022-11-22,2025-08-04,2025-08-06,699 YBY,suspendu,yako,direct
POL196614,2021-12-31,2022-04-18,2024-07-15,HLN 132,suspendu,yako,agent
POL163973,2023-04-29,2025-02-15,2025-07-09,Q20 6TE,annulé,yako,courtier
POL520707,2023-03-14,2023-05-22,2023-06-16,010-HAM,expiré,akwaba,courtier
POL595921,2021-04-16,2025-06-09,2025-06-10,012 5362,expiré,akwaba,courtier
POL543238,2022-10-12,2024-09-08,2024-09-16,68-4308Q,annulé,yako,direct
POL849383,2020-12-10,2024-07-19,2025-01-02,XQ9 X5E,annulé,yako,courtier
POL285865,2021-01-06,2022-01-09,2024-02-01,6HO7384,valide,akwaba,courtier
POL209503,2023-06-04,2023-11-25,2023-12-29,007 GMU,valide,akwaba,direct
POL312829,2020-12-03,2022-10-20,2024-12-05,FZO-8218,expiré,yako,courtier
POL191638,2021-09-30,2024-08-21,2025-05-04,80R 270,expiré,yako,courtier
POL714628,2024-08-30,2025-09-13,2025-09-22,021-AUXD,expiré,yako,courtier
POL060182,2023-01-25,2025-05-22,2025-07-31,299-RFD,valide,yako,direct
POL976044,2022-12-18,2025-05-07,2025-06-08,RKC-1492,valide,akwaba,courtier
POL477759,2021-08-14,2025-06-29,2025-08-03,E 167082,suspendu,akwaba,courtier
POL578558,2022-02-01,2022-06-09,2025-06-15,RYQ-2590,expiré,akwaba,direct
POL172618,2023-11-11,2025-05-17,2025-05-29,HXF 950,annulé,akwaba,courtier
POL799676,2023-12-13,2024-06-29,2025-07-07,MXX 329,annulé,yako,direct
POL362762,2020-06-04,2023-06-11,2025-05-30,YJF5414,expiré,akwaba,direct
POL032567,2021-12-26,2023-03-13,2023-11-02,4W XF794,expiré,yako,agent
POL262079,2022-10-16,2023-05-01,2024-12-30,9DT Z18,annulé,yako,courtier
POL032483,2022-05-21,2025-04-27,2025-07-22,SXL9095,expiré,yako,direct
POL786784,2023-11-13,2025-07-24,2025-08-14,72-8882J,suspendu,yako,direct
POL669995,2024-08-01,2024-08-01,2025-06-15,425-LKP,expiré,akwaba,direct
POL265293,2024-03-07,2024-05-10,2024-12-11,ZTV 399,annulé,yako,agent
POL650690,2020-11-04,2024-11-18,2025-01-31,1D P9127,expiré,akwaba,direct
POL169313,2023-06-20,2025-02-08,2025-06-19,OXY 642,valide,akwaba,direct
POL870690,2021-11-30,2023-02-06,2023-08-29,14ES0,expiré,akwaba,direct
POL572294,2019-11-18,2022-03-02,2025-05-28,QGQ-3787,annulé,yako,direct
POL693920,2024-06-21,2025-06-26,2025-07-26,MPM 447,valide,akwaba,direct
POL181885,2021-10-09,2024-12-05,2025-06-08,540-BOY,suspendu,yako,courtier
POL389874,2023-12-06,2025-01-02,2025-02-16,XIH 639,valide,yako,agent
POL150822,2023-07-17,2025-02-07,2025-02-07,R05 2RG,annulé,yako,courtier
POL409695,2021-05-25,2025-07-17,2025-09-05,INY 398,valide,akwaba,agent
POL311367,2023-01-08,2025-01-04,2025-04-23,JP9 5490,suspendu,yako,agent
POL287936,2019-11-13,2024-11-08,2025-03-01,HED 542,valide,akwaba,agent
POL912241,2023-02-02,2023-08-19,2024-04-10,06L 024,suspendu,yako,courtier
POL275641,2023-03-31,2025-01-11,2025-06-02,9XUP816,expiré,akwaba,agent
POL375491,2020-06-15,2024-07-17,2025-07-13,891-BQC,valide,akwaba,courtier
POL258254,2023-12-30,2025-06-06,2025-06-29,6IF 228,valide,akwaba,agent
POL646278,2022-12-18,2025-09-05,2025-09-13,297-RVP,suspendu,yako,direct
POL451288,2020-07-23,2023-08-18,2025-08-01,54-G054,valide,yako,courtier
POL051784,2020-07-22,2021-11-08,2022-10-06,28-40287,valide,akwaba,courtier
POL647790,2020-06-25,2021-03-24,2022-08-17,475938,annulé,akwaba,agent
POL240029,2021-05-28,2024-11-03,2025-03-24,TJI 2638,annulé,akwaba,agent
POL836153,2021-09-16,2025-06-21,2025-07-11,493RJT,expiré,yako,courtier
POL562803,2024-05-27,2025-02-04,2025-06-28,280 OSG,valide,yako,courtier
POL130181,2020-03-31,2025-05-09,2025-05-31,7-T0014,suspendu,akwaba,direct
POL486969,2021-11-04,2023-03-25,2023-10-03,KIR 082,annulé,akwaba,courtier
POL431706,2024-02-24,2025-09-13,2025-09-13,87-44204,suspendu,yako,courtier
POL349134,2022-05-11,2022-11-16,2025-04-27,U 449492,suspendu,akwaba,agent
POL437072,2024-04-10,2025-07-04,2025-07-26,LET 881,suspendu,yako,courtier
POL009226,2022-09-26,2025-05-20,2025-06-04,LCH-9434,valide,akwaba,courtier
POL685331,2023-11-07,2025-08-03,2025-09-06,NIO7337,expiré,akwaba,courtier
POL344298,2021-06-05,2022-06-21,2024-07-14,ZG8 M9D,expiré,yako,direct
POL671687,2024-03-25,2024-11-23,2025-05-08,ZLN-9981,suspendu,akwaba,agent
POL768605,2020-02-21,2020-03-20,2020-05-24,334 7598,valide,akwaba,courtier
POL995175,2023-03-08,2024-03-26,2024-07-30,3QNW 44,suspendu,yako,direct
POL348844,2023-08-25,2024-08-27,2025-07-15,K17 4IU,valide,akwaba,courtier
POL866749,2022-01-01,2025-05-01,2025-05-03,DHX-3533,expiré,akwaba,direct
POL020500,2024-08-15,2025-09-05,2025-09-11,AOZ 339,annulé,akwaba,courtier
POL014936,2020-04-15,2025-08-30,2025-09-09,CLE 713,expiré,akwaba,agent
POL591125,2022-01-27,2022-03-19,2023-10-20,618 9198,annulé,akwaba,agent
POL062061,2024-06-27,2025-06-09,2025-06-25,1G 79573,expiré,akwaba,agent
POL872803,2021-05-16,2024-03-01,2024-08-01,52C 6798,annulé,yako,direct
POL745774,2023-04-24,2025-03-29,2025-04-13,590 CUY,annulé,yako,direct
POL566684,2024-08-22,2025-05-07,2025-09-15,452 7KH,suspendu,akwaba,courtier
POL005386,2021-04-28,2021-06-16,2021-09-12,928 PO9,suspendu,yako,direct
POL687330,2021-01-30,2022-10-11,2023-12-10,7492,annulé,akwaba,agent
POL868953,2020-06-20,2020-07-26,2022-09-18,ROV-3359,suspendu,akwaba,agent
POL701235,2019-11-29,2022-10-29,2025-03-07,5EA T08,valide,akwaba,courtier
POL018499,2021-04-30,2022-06-05,2025-09-10,894 3AI,suspendu,akwaba,direct
POL265991,2024-07-11,2025-06-08,2025-07-09,ZYR-1242,expiré,yako,agent
POL473851,2024-05-25,2024-12-25,2025-07-31,1L R2974,expiré,akwaba,direct
POL349785,2020-02-06,2023-11-15,2023-12-06,R93 3KF,suspendu,yako,direct
POL069780,2024-03-23,2024-07-11,2024-07-15,7ETT 52,suspendu,akwaba,courtier
POL653264,2021-08-01,2022-02-22,2025-05-29,20-CB92,annulé,yako,direct
POL460309,2024-07-08,2024-12-11,2025-09-08,163 IJV,annulé,akwaba,direct
POL695165,2024-08-13,2025-08-03,2025-09-22,970-187,valide,yako,agent
POL611170,2023-07-29,2025-04-27,2025-05-23,E 413100,suspendu,akwaba,agent
POL482334,2021-11-22,2024-03-29,2025-08-05,70L•234,expiré,akwaba,courtier
POL988640,2023-11-25,2025-04-18,2025-05-09,1-P5314,valide,akwaba,direct
POL382650,2021-09-02,2024-01-26,2025-01-02,LMZ 903,annulé,yako,agent
POL714385,2022-11-28,2025-04-27,2025-06-21,9W 70214,expiré,akwaba,agent
POL720099,2024-07-12,2024-08-23,2025-03-30,G56-ZKJ,annulé,yako,agent
POL769229,2021-12-12,2025-08-10,2025-09-20,24-HW83,annulé,akwaba,courtier
POL938561,2023-08-31,2025-05-17,2025-09-21,8NY 245,valide,akwaba,courtier
POL279706,2020-03-15,2024-01-22,2024-09-26,HIT 918,suspendu,akwaba,direct
POL957270,2021-11-04,2023-10-03,2025-05-08,897-ROR,suspendu,akwaba,courtier
POL900878,2019-12-09,2020-07-03,2021-07-22,GO 9527,suspendu,yako,direct
POL123952,2024-05-08,2024-07-07,2025-06-23,R32 8DG,annulé,yako,courtier
POL685526,2022-11-24,2024-11-19,2025-08-03,CKT7029,expiré,yako,courtier
POL615391,2023-03-10,2025-04-29,2025-05-10,SKN 276,suspendu,yako,direct
POL665746,2023-04-27,2025-03-07,2025-06-15,79AE5,expiré,akwaba,agent
POL923536,2021-07-12,2022-12-25,2024-04-11,623GN,suspendu,akwaba,direct
POL365947,2021-02-06,2022-04-21,2025-02-28,86RH5,valide,yako,direct
POL371386,2023-08-04,2025-04-21,2025-09-08,U92 0IL,annulé,yako,agent
POL204798,2021-09-01,2021-09-25,2023-03-12,832 2885,valide,yako,direct
POL347889,2022-05-20,2023-02-25,2025-09-03,654 3WZ,valide,yako,courtier
POL630039,2023-08-08,2024-08-03,2024-08-04,OTB-6092,annulé,yako,courtier
POL433166,2020-03-27,2023-11-09,2025-07-12,ND8 6713,annulé,yako,courtier
POL077410,2024-03-19,2025-04-03,2025-08-06,3P GT247,suspendu,akwaba,agent
POL617112,2021-09-05,2025-09-07,2025-09-09,878-PKK,suspendu,yako,courtier
POL517877,2020-12-29,2023-09-13,2024-06-15,4-68608,suspendu,akwaba,courtier
POL367856,2023-12-25,2024-08-21,2025-05-25,0JC5266,suspendu,akwaba,agent
POL941126,2023-08-24,2025-09-17,2025-09-19,XFN D22,valide,akwaba,direct
POL287356,2020-06-25,2025-01-18,2025-03-22,6VNI 19,valide,akwaba,courtier
POL492901,2024-08-11,2025-03-20,2025-06-10,TTI-227,expiré,akwaba,agent
POL878926,2023-07-14,2024-03-05,2024-11-10,94L U70,valide,akwaba,direct
POL263670,2021-12-09,2023-12-14,2025-02-27,014661,valide,yako,direct
POL306793,2023-11-28,2025-05-13,2025-09-13,504 KAE,valide,akwaba,direct
POL658027,2021-07-29,2022-05-11,2024-12-19,73-FW36,annulé,akwaba,direct
POL180813,2024-06-28,2025-07-23,2025-08-06,REV-237,expiré,akwaba,courtier
POL418381,2022-08-23,2024-08-01,2025-09-21,862 DRS,expiré,yako,courtier
POL820103,2021-02-12,2023-01-05,2025-01-25,702 OIO,suspendu,akwaba,direct
POL753114,2022-07-07,2023-12-10,2025-05-14,EHJ J87,suspendu,yako,agent
POL289958,2024-06-01,2024-06-25,2025-05-30,X74 7FO,suspendu,yako,direct
POL322053,2021-04-20,2021-08-15,2024-05-05,THM-993,expiré,yako,direct
POL601873,2020-03-22,2023-07-21,2023-10-30,166-PDH,expiré,yako,courtier
POL096890,2023-11-30,2024-01-06,2024-06-30,WLS 459,expiré,akwaba,courtier
POL827037,2021-07-23,2024-11-20,2025-03-21,C 772114,expiré,akwaba,direct
POL053166,2020-05-02,2024-06-07,2024-12-19,9DAF876,suspendu,yako,direct
POL570577,2023-09-15,2024-07-10,2025-03-27,32T 3118,valide,yako,direct
POL958641,2022-08-27,2025-07-17,2025-09-02,178-LGWU,expiré,yako,courtier
POL611786,2023-01-29,2024-03-23,2025-01-16,BJC T24,annulé,akwaba,courtier
POL482437,2024-03-13,2024-08-21,2025-07-19,IXD F67,expiré,akwaba,courtier
POL582516,2021-09-28,2025-02-28,2025-08-09,483 ZSD,valide,yako,agent
POL537090,2020-01-14,2023-03-18,2025-04-30,195 PKY,suspendu,yako,courtier
POL269518,2021-05-01,2025-07-07,2025-08-20,1HE 573,suspendu,akwaba,agent
POL305715,2020-12-30,2024-03-04,2024-08-29,ZER R13,annulé,akwaba,agent
POL946257,2020-03-29,2024-12-15,2025-03-23,407 MBT,annulé,yako,direct
POL667391,2023-12-09,2025-01-20,2025-02-23,F 836149,annulé,yako,agent
POL805468,2020-06-30,2024-03-08,2025-01-17,6I 2194J,expiré,yako,direct
POL654627,2020-06-02,2024-03-09,2024-12-18,I20-IVI,valide,yako,agent
POL475949,2020-05-01,2022-10-08,2022-12-02,5Y 4O7IZH,annulé,akwaba,agent
POL221015,2024-05-27,2024-10-02,2025-06-30,MUO 576,valide,akwaba,courtier
POL572677,2023-11-30,2025-09-21,2025-09-21,5-6502S,annulé,yako,courtier
POL690083,2021-12-20,2024-11-10,2024-12-13,46H 1171,suspendu,yako,agent
POL899819,2021-02-02,2024-05-22,2024-06-24,2GK3405,annulé,yako,direct
POL298298,2020-04-04,2021-07-21,2023-08-26,96V N88,valide,yako,courtier
POL280342,2019-11-16,2020-01-12,2022-06-21,LDV 668,valide,akwaba,direct
