numero_police,date_edition,date_effet,date_echeance,numero_immatriculation,statut_contrat,entite,type_intermediaire,prime_nette,date_creation
POL948766,2021-04-10,2023-06-29,2025-05-21,HOM 926,annulé,NSIA,agent generale,935809,29-09-20242019
POL951825,2020-07-23,2023-09-07,2024-08-20,05P•190,suspendu,NSIA,bureau direct,4362390,29-09-20242019
POL104246,2023-01-05,2025-02-21,2025-04-12,7EO 109,valide,SUNU,banque assurance,2526530,29-09-20242019
POL808080,2020-07-07,2024-01-01,2025-07-13,598R3,expiré,SUNU,agent generale,2528810,29-09-20242019
POL093057,2024-07-03,2024-09-26,2025-02-21,367 WBP,suspendu,LEADWAY,agent generale,1880745,29-09-20242019
POL234236,2020-10-09,2025-04-16,2025-05-14,ERN-6377,suspendu,LEADWAY,agent generale,483275,29-09-20242019
POL009330,2022-08-01,2025-05-14,2025-07-29,14VO076,expiré,LEADWAY,courtier,2211508,29-09-20242019
POL822476,2022-02-18,2022-06-28,2022-11-04,1-88010,suspendu,NSIA,courtier,153613,29-09-20242019
POL722763,2020-11-10,2024-05-27,2025-05-12,50T A57,suspendu,SUNU,courtier,1764627,29-09-20242019
POL167185,2024-02-21,2025-05-14,2025-09-14,75R M39,valide,SUNU,courtier,3804204,29-09-20242019
POL046181,2020-10-20,2021-05-09,2021-10-31,ZHY-9196,suspendu,LEADWAY,courtier,4143483,29-09-20242019
POL895654,2021-11-10,2024-05-29,2024-12-03,273 GXR,annulé,LEADWAY,courtier,2110466,29-09-20242019
POL201362,2023-02-18,2025-06-04,2025-08-30,22-Q055,valide,NSIA,bureau direct,4932424,29-09-20242019
POL413239,2024-03-03,2024-09-06,2025-07-15,712-WDN,expiré,SUNU,banque assurance,3158882,29-09-20242019
POL608819,2024-04-23,2024-11-24,2025-06-30,38-5772S,valide,LEADWAY,courtier,4326709,29-09-20242019
POL001159,2020-08-01,2024-09-10,2024-12-22,687095,annulé,NSIA,banque assurance,3463839,29-09-20242019
POL001218,2021-04-28,2025-07-08,2025-07-16,GWA6018,suspendu,NSIA,courtier,4874131,29-09-20242019
POL395398,2022-07-21,2024-04-20,2025-07-20,17K DF7,expiré,NSIA,bureau direct,430726,29-09-20242019
POL614845,2022-05-19,2023-01-11,2023-06-03,HGZ 858,suspendu,NSIA,bureau direct,4804077,29-09-20242019
POL518885,2024-01-12,2024-08-29,2025-07-14,765212,annulé,LEADWAY,banque assurance,4160466,29-09-20242019
POL261231,2023-11-14,2024-12-13,2025-03-31,UPD 905,expiré,SUNU,banque assurance,4192351,29-09-20242019
POL657785,2021-10-20,2024-02-10,2024-08-15,441 8961,annulé,LEADWAY,bureau direct,57334,29-09-20242019
POL755199,2020-10-05,2023-03-25,2024-04-22,511 WMR,annulé,NSIA,agent generale,4477256,29-09-20242019
POL100007,2021-02-20,2023-06-18,2024-01-01,NPV 3159,expiré,SUNU,bureau direct,1000010,29-09-20242019
POL295464,2020-03-28,2024-05-14,2025-08-18,4R W6258,suspendu,SUNU,agent generale,2868290,29-09-20242019
POL533622,2021-11-26,2022-01-17,2025-07-12,863 1BC,annulé,LEADWAY,courtier,430571,29-09-20242019
POL284420,2022-10-31,2024-07-30,2024-12-08,253-JJM,suspendu,SUNU,agent generale,368020,29-09-20242019
POL993952,2021-09-25,2025-07-26,2025-08-21,698 5YF,annulé,NSIA,bureau direct,3934615,29-09-20242019
POL316175,2022-10-30,2025-01-12,2025-01-28,775X,suspendu,LEADWAY,bureau direct,3531262,29-09-20242019
POL824280,2022-08-29,2024-06-12,2024-09-17,9Z 5617W,annulé,SUNU,bureau direct,2823156,29-09-20242019
POL080349,2022-06-08,2025-08-29,2025-09-03,2BHJ183,valide,NSIA,bureau direct,2276038,29-09-20242019
POL018338,2021-08-31,2022-07-31,2023-02-05,916-RQV,expiré,SUNU,courtier,4293110,29-09-20242019
POL453792,2022-09-15,2024-04-05,2025-01-15,TLZ 734,annulé,LEADWAY,banque assurance,2382171,29-09-20242019
POL512167,2023-08-07,2024-02-20,2024-06-01,9P318,valide,NSIA,courtier,2091718,29-09-20242019
POL480521,2024-04-25,2025-04-18,2025-04-30,347-PZD,annulé,SUNU,agent generale,3238262,29-09-20242019
POL476603,2024-02-29,2024-03-08,2025-03-21,2XZ 862,expiré,LEADWAY,agent generale,4304534,29-09-20242019
POL282503,2023-03-30,2025-02-17,2025-08-21,77-UL58,annulé,LEADWAY,banque assurance,4408068,29-09-20242019
POL680066,2023-01-11,2025-09-05,2025-09-26,78-0267F,valide,SUNU,banque assurance,1801435,29-09-20242019
POL148716,2023-01-09,2023-04-01,2024-11-21,51-65147,expiré,LEADWAY,bureau direct,2010308,29-09-20242019
POL031760,2023-10-25,2024-02-28,2024-08-01,FAO 784,annulé,LEADWAY,courtier,206666,29-09-20242019
POL647272,2022-07-07,2025-02-11,2025-06-15,LWF 233,valide,SUNU,bureau direct,1569260,29-09-20242019
POL666253,2023-10-21,2024-05-25,2024-05-27,ALG-690,suspendu,LEADWAY,agent generale,2687851,29-09-20242019
POL569566,2021-04-03,2022-07-16,2024-06-09,825 GSH,valide,NSIA,courtier,1579151,29-09-20242019
POL141653,2020-03-08,2021-06-08,2022-08-10,729 QYP,valide,NSIA,bureau direct,2516828,29-09-20242019
POL671086,2024-03-28,2025-09-12,2025-09-27,5573,annulé,LEADWAY,agent generale,4281621,29-09-20242019
POL434900,2024-01-25,2024-06-17,2025-08-18,LOE-838,valide,SUNU,courtier,4702939,29-09-20242019
POL845964,2020-12-11,2021-11-26,2023-01-23,7KO0495,annulé,NSIA,agent generale,2883708,29-09-20242019
POL307524,2021-11-16,2023-04-01,2023-12-12,43A B09,annulé,SUNU,courtier,2905422,29-09-20242019
POL686899,2020-05-11,2023-01-22,2024-10-22,FEN-3955,expiré,LEADWAY,banque assurance,3973439,29-09-20242019
POL150094,2020-07-05,2022-11-02,2024-01-23,FPD1279,annulé,LEADWAY,banque assurance,2146320,29-09-20242019
POL151602,2022-03-31,2025-01-26,2025-07-17,KXS 878,suspendu,SUNU,courtier,3186793,29-09-20242019
POL473343,2023-05-14,2024-09-26,2025-01-15,3372,suspendu,SUNU,banque assurance,1877019,29-09-20242019
POL573708,2022-12-16,2023-11-27,2024-10-01,998LNY,valide,SUNU,banque assurance,3769178,29-09-20242019
POL431630,2021-04-12,2021-04-21,2025-06-16,ZF 45997,valide,NSIA,banque assurance,4030727,29-09-20242019
POL822867,2021-01-25,2022-08-19,2025-09-26,YTJ-4530,expiré,NSIA,banque assurance,1996721,29-09-20242019
POL734044,2023-09-07,2025-09-06,2025-09-19,99-72172,expiré,SUNU,bureau direct,3648922,29-09-20242019
POL760993,2021-10-12,2024-04-21,2025-03-07,6-60819,suspendu,NSIA,banque assurance,3297172,29-09-20242019
POL919722,2020-05-08,2021-08-23,2022-08-30,4U 4518R,suspendu,NSIA,courtier,2270737,29-09-20242019
POL749916,2023-09-18,2024-10-02,2025-07-01,48-I647,suspendu,NSIA,agent generale,66862,29-09-20242019
POL608633,2019-10-10,2020-01-17,2024-10-15,VSC-9766,valide,LEADWAY,bureau direct,4909502,29-09-20242019
POL399307,2020-12-03,2025-06-16,2025-06-28,B34 1CT,suspendu,NSIA,courtier,806746,29-09-20242019
POL669542,2021-02-26,2021-06-25,2024-11-02,332 GCP,annulé,LEADWAY,banque assurance,938819,29-09-20242019
POL157564,2019-12-09,2024-05-09,2024-06-07,X62 9MQ,suspendu,NSIA,agent generale,1391556,29-09-20242019
POL854447,2020-11-24,2023-05-11,2024-03-28,PBQ1840,annulé,LEADWAY,courtier,819703,29-09-20242019
POL418682,2022-08-01,2023-03-11,2024-07-08,N43 4MD,suspendu,LEADWAY,agent generale,2135335,29-09-20242019
POL636744,2021-04-06,2024-07-05,2025-02-15,KEW-280,annulé,LEADWAY,courtier,3669742,29-09-20242019
POL798822,2020-12-22,2024-10-19,2025-09-07,19EN285,expiré,LEADWAY,courtier,863849,29-09-20242019
POL141948,2023-12-11,2024-03-01,2025-07-22,OVX6404,annulé,NSIA,courtier,4418149,29-09-20242019
POL390572,2022-09-11,2022-11-29,2025-08-11,5AVF309,expiré,NSIA,banque assurance,2929825,29-09-20242019
POL800553,2020-03-03,2022-01-12,2024-02-06,KIK-8654,suspendu,SUNU,agent generale,2934247,29-09-20242019
POL574234,2023-05-30,2023-12-15,2024-01-09,FLW-815,annulé,LEADWAY,banque assurance,966774,29-09-20242019
POL371602,2024-09-12,2025-03-09,2025-07-25,LGO-463,annulé,LEADWAY,courtier,2821580,29-09-20242019
POL086394,2021-10-12,2024-01-21,2024-04-16,MDH 958,valide,NSIA,bureau direct,360486,29-09-20242019
POL083122,2024-02-13,2024-11-07,2025-08-21,89-V281,annulé,SUNU,banque assurance,4919575,29-09-20242019
POL357946,2022-01-22,2023-04-13,2025-06-04,221 IC7,suspendu,LEADWAY,bureau direct,4407202,29-09-20242019
POL199514,2024-07-09,2024-08-05,2025-07-11,0UD 904,valide,LEADWAY,courtier,1145735,29-09-20242019
POL314858,2020-10-18,2021-01-23,2023-08-01,4-4240P,expiré,NSIA,bureau direct,1069104,29-09-20242019
POL852629,2022-12-18,2024-09-16,2024-12-14,MC 9787,suspendu,LEADWAY,bureau direct,3573866,29-09-20242019
POL793052,2024-03-10,2024-06-11,2024-12-19,DIJ-5939,suspendu,SUNU,agent generale,4112567,29-09-20242019
POL326926,2021-06-23,2022-10-13,2023-07-19,TH-7179,suspendu,SUNU,courtier,3919273,29-09-20242019
POL864061,2023-05-08,2023-07-02,2024-12-22,GJT 516,valide,LEADWAY,banque assurance,1841772,29-09-20242019
POL745814,2022-09-06,2025-06-03,2025-08-18,HKW 026,expiré,NSIA,courtier,2533390,29-09-20242019
POL374269,2023-07-27,2023-08-06,2024-10-09,663 FCU,expiré,LEADWAY,agent generale,3998023,29-09-20242019
POL643223,2023-02-15,2024-04-23,2024-05-13,39-29227,annulé,NSIA,agent generale,226687,29-09-20242019
POL911165,2021-02-28,2023-10-01,2024-01-05,5F 0048W,suspendu,SUNU,courtier,1707203,29-09-20242019
POL905958,2020-02-22,2022-10-30,2023-04-16,RPL7740,valide,LEADWAY,courtier,1710872,29-09-20242019
POL616731,2023-01-06,2025-03-08,2025-08-17,241U0,suspendu,SUNU,banque assurance,2342495,29-09-20242019
POL314600,2022-06-14,2025-07-26,2025-09-13,CSN 780,annulé,LEADWAY,banque assurance,3768580,29-09-20242019
POL702899,2023-04-22,2023-05-02,2024-02-23,62N•909,annulé,SUNU,courtier,4541811,29-09-20242019
POL302591,2024-05-04,2025-07-19,2025-08-17,683-IMQ,valide,LEADWAY,bureau direct,4898207,29-09-20242019
POL045399,2020-06-27,2022-03-26,2022-05-09,132 AEK,annulé,SUNU,bureau direct,4443751,29-09-20242019
POL511413,2021-02-14,2025-05-17,2025-06-18,E14-AMY,annulé,NSIA,courtier,298732,29-09-20242019
POL836320,2024-08-23,2025-08-01,2025-09-15,811 SLQ,valide,LEADWAY,agent generale,3761541,29-09-20242019
POL600524,2021-03-12,2023-06-01,2024-02-24,2883 OD,expiré,NSIA,banque assurance,4553229,29-09-20242019
POL532693,2021-02-23,2022-09-07,2022-12-09,556 HXQ,expiré,SUNU,banque assurance,1197257,29-09-20242019
POL206092,2023-12-24,2025-07-15,2025-08-03,XHA 167,annulé,SUNU,bureau direct,218540,29-09-20242019
POL093335,2023-02-03,2023-05-18,2025-03-22,BGX 445,expiré,SUNU,bureau direct,3110773,29-09-20242019
POL329446,2020-02-29,2021-07-01,2024-10-26,5D 28452,suspendu,SUNU,bureau direct,4183646,29-09-20242019
POL078458,2020-10-09,2022-08-21,2024-11-05,861GTM,valide,LEADWAY,courtier,531306,29-09-20242019
POL463509,2023-11-22,2025-01-18,2025-04-08,753 IFV,expiré,LEADWAY,agent generale,4575433,29-09-20242019
POL668092,2023-05-29,2024-12-28,2025-03-13,OHR 845,suspendu,LEADWAY,agent generale,1329911,29-09-20242019
POL657514,2023-11-10,2024-05-01,2024-07-23,057-XBS,annulé,SUNU,agent generale,1855571,29-09-20242019
POL033760,2020-12-04,2021-07-05,2024-08-19,475 LIA,valide,NSIA,courtier,310182,29-09-20242019
POL825582,2019-11-03,2021-12-23,2024-03-23,352 CKS,annulé,SUNU,agent generale,792920,29-09-20242019
POL077660,2020-05-12,2023-04-02,2024-12-04,M61 0LJ,suspendu,LEADWAY,banque assurance,3579534,29-09-20242019
POL072869,2024-05-07,2025-07-18,2025-09-26,51-F106,annulé,SUNU,bureau direct,2509412,29-09-20242019
POL440730,2022-07-12,2022-12-23,2024-09-06,3I 78158,annulé,SUNU,bureau direct,4424446,29-09-20242019
POL455449,2023-03-04,2025-02-20,2025-07-02,388 XX8,expiré,LEADWAY,banque assurance,4895699,29-09-20242019
POL237396,2023-10-04,2024-04-13,2024-05-19,XLK-4099,valide,SUNU,banque assurance,3689313,29-09-20242019
POL803982,2024-09-08,2024-12-30,2025-08-01,WLC-285,annulé,NSIA,agent generale,3544615,29-09-20242019
POL928083,2021-06-22,2025-08-06,2025-08-08,S 991196,suspendu,NSIA,agent generale,652738,29-09-20242019
POL290742,2022-03-30,2022-11-29,2023-09-18,MJM9196,expiré,NSIA,banque assurance,1008459,29-09-20242019
POL539892,2022-01-15,2022-04-30,2024-07-16,20G•588,annulé,SUNU,bureau direct,2509218,29-09-20242019
POL022147,2024-06-11,2024-08-03,2025-03-07,FX 7894,expiré,SUNU,agent generale,2261979,29-09-20242019
POL107868,2021-06-28,2024-05-09,2025-08-27,020 FJT,suspendu,LEADWAY,bureau direct,1947012,29-09-20242019
POL021451,2021-05-21,2023-07-13,2025-09-21,FHP-8606,expiré,LEADWAY,agent generale,833548,29-09-20242019
POL145937,2024-04-12,2025-06-29,2025-09-04,832 AQE,valide,LEADWAY,agent generale,4015893,29-09-20242019
POL059538,2023-01-21,2024-09-25,2024-11-18,QFG-468,expiré,NSIA,courtier,2915757,29-09-20242019
POL215498,2022-01-27,2025-01-25,2025-04-19,THV 509,expiré,SUNU,agent generale,2604765,29-09-20242019
POL533058,2020-06-17,2025-01-16,2025-02-08,HJH 618,valide,NSIA,courtier,4247911,29-09-20242019
POL084665,2023-12-04,2024-02-12,2024-08-10,LUA 111,suspendu,SUNU,courtier,3404542,29-09-20242019
POL516598,2021-04-19,2023-04-23,2025-02-05,081VP,expiré,LEADWAY,bureau direct,2194824,29-09-20242019
POL132125,2024-01-18,2025-09-27,2025-09-27,O96 7JH,expiré,LEADWAY,agent generale,4929651,29-09-20242019
POL599302,2024-01-05,2024-03-13,2024-07-30,RAC-3314,suspendu,LEADWAY,agent generale,973020,29-09-20242019
POL168471,2024-09-21,2025-02-03,2025-04-10,685415,valide,NSIA,bureau direct,196870,29-09-20242019
POL677254,2022-11-09,2025-07-24,2025-08-01,307 4SK,annulé,SUNU,banque assurance,4025111,29-09-20242019
POL692983,2019-10-24,2023-05-09,2025-07-29,ZFS3176,suspendu,LEADWAY,agent generale,1118740,29-09-20242019
POL695935,2023-09-06,2025-03-30,2025-09-04,057 4YD,suspendu,SUNU,banque assurance,3281375,29-09-20242019
POL443924,2021-05-13,2022-06-29,2024-09-20,EAV 8057,expiré,NSIA,courtier,2086424,29-09-20242019
POL309192,2019-10-15,2019-11-29,2024-02-23,YZK-594,expiré,LEADWAY,banque assurance,4750849,29-09-20242019
POL503764,2020-12-15,2025-06-15,2025-08-30,273 YU2,annulé,NSIA,banque assurance,167136,29-09-20242019
POL304402,2023-03-26,2024-01-03,2024-12-05,26X N28,valide,SUNU,banque assurance,1788077,29-09-20242019
POL978046,2021-02-16,2025-08-05,2025-09-19,436-EXH,suspendu,LEADWAY,agent generale,2419568,29-09-20242019
POL897688,2024-05-31,2024-10-06,2025-04-30,01-OJ38,valide,LEADWAY,bureau direct,2436792,29-09-20242019
POL336884,2023-06-23,2025-02-14,2025-05-28,IUP4933,expiré,SUNU,agent generale,887599,29-09-20242019
POL003544,2024-07-08,2025-06-23,2025-07-01,6A 7P6QKO,suspendu,NSIA,banque assurance,52622,29-09-20242019
POL954685,2020-09-04,2025-09-02,2025-09-10,GPD-6445,expiré,LEADWAY,bureau direct,4126996,29-09-20242019
POL318711,2020-10-21,2022-11-20,2023-02-18,R38-83V,annulé,NSIA,banque assurance,1192877,29-09-20242019
POL824007,2022-08-15,2023-11-20,2025-04-17,0804 IJ,valide,LEADWAY,agent generale,3366898,29-09-20242019
POL190338,2021-02-11,2021-05-20,2024-08-30,IST 9355,expiré,LEADWAY,courtier,4437110,29-09-20242019
POL765495,2023-06-18,2025-01-05,2025-09-12,004 SOZ,suspendu,NSIA,bureau direct,2389571,29-09-20242019
POL316227,2022-02-13,2024-12-16,2025-05-10,720 1870,suspendu,LEADWAY,bureau direct,4540413,29-09-20242019
POL601718,2023-04-01,2024-06-25,2025-04-30,7HO 418,valide,NSIA,banque assurance,4122871,29-09-20242019
POL258436,2023-11-15,2024-11-06,2025-02-04,SXH3042,suspendu,SUNU,banque assurance,2645036,29-09-20242019
POL797876,2020-03-03,2021-02-16,2024-11-11,ZHC-053,annulé,LEADWAY,courtier,2437793,29-09-20242019
POL529976,2023-10-02,2025-05-30,2025-08-31,HPD 744,expiré,LEADWAY,bureau direct,1712813,29-09-20242019
POL960957,2024-01-24,2025-04-11,2025-09-23,651-LET,expiré,SUNU,courtier,26436,29-09-20242019
POL594086,2024-08-08,2024-12-09,2025-09-17,4WA X56,annulé,SUNU,bureau direct,1784433,29-09-20242019
POL739060,2023-11-30,2025-08-02,2025-08-06,MD 9192,expiré,LEADWAY,agent generale,1123572,29-09-20242019
POL533816,2020-05-31,2022-05-24,2023-12-31,TBE-5071,annulé,SUNU,bureau direct,2530970,29-09-20242019
POL756701,2020-10-11,2022-05-20,2022-11-20,65-HN24,annulé,SUNU,banque assurance,475673,29-09-20242019
POL960271,2021-09-12,2023-05-25,2024-12-29,211K7,expiré,SUNU,agent generale,2218272,29-09-20242019
POL609563,2023-06-09,2025-03-18,2025-08-31,61D P51,expiré,LEADWAY,agent generale,3122356,29-09-20242019
POL155871,2022-12-22,2025-03-26,2025-05-10,J72 7XP,annulé,SUNU,agent generale,955689,29-09-20242019
POL054615,2023-11-10,2025-06-26,2025-09-26,366-RFN,suspendu,LEADWAY,courtier,4406064,29-09-20242019
POL682672,2023-12-23,2025-06-30,2025-08-18,1155,annulé,NSIA,courtier,27056,29-09-20242019
POL891657,2023-06-30,2024-08-15,2025-04-06,7ET3447,valide,NSIA,agent generale,3319284,29-09-20242019
POL997275,2022-05-04,2022-07-28,2023-03-04,335-HQL,expiré,NSIA,banque assurance,1637362,29-09-20242019
POL074483,2022-04-06,2023-10-04,2024-03-06,GX7 7663,annulé,NSIA,courtier,1903296,29-09-20242019
POL714840,2023-08-01,2023-08-26,2024-05-29,420 PEI,suspendu,SUNU,courtier,413188,29-09-20242019
POL934781,2022-07-13,2023-06-14,2024-02-14,78VV698,annulé,NSIA,banque assurance,3725109,29-09-20242019
POL187546,2024-06-06,2025-06-10,2025-06-30,932-IPH,expiré,SUNU,agent generale,2961454,29-09-20242019
POL706963,2020-12-27,2025-02-07,2025-06-15,HBA-479,suspendu,LEADWAY,banque assurance,726183,29-09-20242019
POL092088,2020-02-23,2021-06-17,2024-12-14,2-C4926,suspendu,LEADWAY,courtier,478750,29-09-20242019
POL147929,2022-01-13,2022-02-06,2023-01-16,AEE-122,annulé,NSIA,bureau direct,3135361,29-09-20242019
POL701343,2023-07-17,2024-04-14,2025-08-10,PCM 896,expiré,LEADWAY,agent generale,2047357,29-09-20242019
POL521912,2023-12-16,2025-07-27,2025-09-10,316M,annulé,LEADWAY,agent generale,3751743,29-09-20242019
POL588926,2021-01-02,2023-03-11,2023-12-29,RAP 126,valide,NSIA,courtier,2853619,29-09-20242019
POL665144,2022-07-16,2024-01-09,2024-10-10,967-YSL,suspendu,LEADWAY,bureau direct,1881204,29-09-20242019
POL945885,2021-08-06,2023-07-26,2025-03-30,MXH 508,valide,LEADWAY,courtier,942398,29-09-20242019
POL678148,2021-04-25,2021-12-11,2023-09-17,ZAO 032,annulé,LEADWAY,bureau direct,2869109,29-09-20242019
POL256898,2022-07-25,2024-07-26,2024-10-22,867 0OF,expiré,LEADWAY,courtier,3691498,29-09-20242019
POL321017,2022-03-04,2023-07-12,2025-02-03,4ORD066,expiré,SUNU,agent generale,644106,29-09-20242019
POL178961,2021-05-06,2021-07-21,2023-01-05,TJC 066,annulé,SUNU,agent generale,3172530,29-09-20242019
POL398554,2023-01-04,2024-09-15,2024-11-27,KWC 809,suspendu,SUNU,agent generale,3376190,29-09-20242019
POL783766,2024-04-09,2024-09-03,2025-07-21,5LY83,expiré,LEADWAY,courtier,2270759,29-09-20242019
POL474788,2019-10-04,2023-11-12,2024-03-23,436-TUI,valide,LEADWAY,banque assurance,2786511,29-09-20242019
POL105874,2019-10-11,2021-08-24,2023-12-31,IDB5602,valide,NSIA,courtier,4553341,29-09-20242019
POL595655,2023-01-10,2023-02-08,2024-08-30,AQN-737,annulé,NSIA,banque assurance,4791700,29-09-20242019
POL594281,2021-12-30,2025-02-21,2025-08-17,62W 604,annulé,LEADWAY,courtier,3132180,29-09-20242019
POL303218,2020-05-24,2024-02-09,2024-04-24,4H 88249,expiré,LEADWAY,agent generale,935483,29-09-20242019
POL614679,2020-02-11,2022-03-19,2023-03-17,8-I6479,suspendu,NSIA,agent generale,3234623,29-09-20242019
POL978035,2023-08-31,2024-11-29,2025-02-19,5NWK 84,suspendu,SUNU,agent generale,1679287,29-09-20242019
POL362133,2022-11-28,2022-12-17,2024-12-18,GRI 506,expiré,LEADWAY,courtier,4679791,29-09-20242019
POL046748,2023-05-02,2025-08-30,2025-09-19,RHV-317,annulé,LEADWAY,courtier,2778489,29-09-20242019
POL909953,2021-04-25,2022-02-23,2023-03-16,MGT 570,annulé,SUNU,banque assurance,3956934,29-09-20242019
POL889178,2021-06-11,2022-01-16,2022-01-26,YL-9198,annulé,LEADWAY,agent generale,2756440,29-09-20242019
POL634627,2022-10-13,2024-12-30,2025-06-25,793-146,annulé,LEADWAY,bureau direct,1224667,29-09-20242019
POL359807,2020-09-10,2024-11-24,2025-09-17,YQ8 P9R,expiré,NSIA,banque assurance,1389520,29-09-20242019
POL952773,2022-12-24,2025-02-10,2025-07-14,817-NYKV,expiré,SUNU,courtier,1481919,29-09-20242019
POL085270,2024-07-21,2025-01-27,2025-09-04,155K3,annulé,LEADWAY,agent generale,2720283,29-09-20242019
POL685005,2024-04-22,2024-12-19,2025-01-05,4Z 3802R,expiré,NSIA,agent generale,1480338,29-09-20242019
POL018747,2023-07-29,2025-01-30,2025-07-29,908 OGK,expiré,NSIA,courtier,32066,29-09-20242019
POL323121,2021-04-01,2025-09-17,2025-09-18,BZQ-719,valide,NSIA,bureau direct,1313275,29-09-20242019
POL262289,2024-03-06,2024-06-24,2025-09-26,1BTU658,valide,SUNU,banque assurance,3589346,29-09-20242019
POL159958,2019-12-24,2024-11-24,2025-06-01,4-32549,suspendu,SUNU,banque assurance,3691663,29-09-20242019
POL930216,2021-09-09,2022-05-24,2025-09-12,1898 ON,valide,SUNU,courtier,1949216,29-09-20242019
POL385422,2023-12-30,2024-06-26,2025-06-22,9PTM000,annulé,SUNU,banque assurance,1565740,29-09-20242019
POL453587,2022-09-18,2024-10-08,2025-08-02,079-ZQC,suspendu,NSIA,agent generale,4281069,29-09-20242019
POL844672,2022-03-03,2024-07-05,2025-08-16,VGD 288,suspendu,NSIA,agent generale,1473773,29-09-20242019
POL622465,2023-07-26,2023-11-01,2024-05-07,29LH004,suspendu,NSIA,courtier,4461236,29-09-20242019
POL753382,2021-12-30,2025-06-13,2025-08-12,0BNV 52,annulé,LEADWAY,agent generale,3288670,29-09-20242019
POL940824,2021-09-29,2025-07-21,2025-08-11,LBA-220,suspendu,SUNU,courtier,4660027,29-09-20242019
POL551853,2020-08-31,2022-03-03,2025-04-15,NUX 053,suspendu,LEADWAY,bureau direct,1180266,29-09-20242019
POL100626,2022-12-15,2023-04-06,2024-06-17,000-NVD,expiré,LEADWAY,courtier,1848199,29-09-20242019
POL538647,2021-06-22,2022-06-18,2024-11-13,SOM8818,suspendu,LEADWAY,courtier,4881908,29-09-20242019
POL429999,2024-02-14,2024-10-26,2025-02-01,6SBI 87,suspendu,SUNU,courtier,659615,29-09-20242019
POL277733,2021-04-21,2023-04-08,2025-06-24,7654,suspendu,NSIA,banque assurance,4416608,29-09-20242019
POL723681,2020-07-25,2023-07-15,2023-10-16,095-ZXI,annulé,SUNU,banque assurance,917424,29-09-20242019
POL585449,2023-11-07,2024-05-13,2025-07-16,68-H656,expiré,LEADWAY,bureau direct,3056030,29-09-20242019
POL994185,2020-04-09,2021-07-11,2023-05-16,775 HGQ,expiré,NSIA,agent generale,980394,29-09-20242019
POL888423,2022-06-05,2024-10-18,2025-05-29,DQM 640,expiré,NSIA,agent generale,3551350,29-09-20242019
POL460822,2021-09-05,2022-11-12,2023-05-11,QZL-6688,suspendu,NSIA,banque assurance,4008396,29-09-20242019
POL971892,2019-11-25,2023-06-10,2024-07-16,507-RNC,expiré,SUNU,banque assurance,2340804,29-09-20242019
POL489643,2024-01-04,2024-07-19,2025-01-21,FGO 496,suspendu,LEADWAY,banque assurance,2743120,29-09-20242019
POL950301,2024-05-28,2025-08-18,2025-09-19,IJP4976,suspendu,NSIA,agent generale,3456516,29-09-20242019
POL890506,2024-07-23,2025-05-02,2025-06-25,SG2 W5C,suspendu,NSIA,banque assurance,2033120,29-09-20242019
POL124646,2019-11-20,2022-01-06,2024-07-13,2-U5369,expiré,NSIA,courtier,1662465,29-09-20242019
POL303299,2020-12-19,2021-12-12,2023-02-26,KVV 029,annulé,NSIA,courtier,1115143,29-09-20242019
POL154151,2022-09-05,2023-10-24,2023-11-26,V11 0DK,suspendu,NSIA,bureau direct,1139094,29-09-20242019
POL864814,2023-02-07,2025-05-16,2025-09-03,99H 8711,expiré,NSIA,courtier,4775648,29-09-20242019
POL520209,2023-10-09,2024-10-28,2025-02-26,453-CZH,annulé,LEADWAY,banque assurance,2514234,29-09-20242019
POL459988,2022-12-14,2023-04-29,2024-11-12,09MD962,expiré,SUNU,agent generale,2845899,29-09-20242019
POL517470,2024-03-30,2025-08-25,2025-09-14,459 PGI,annulé,NSIA,bureau direct,3712344,29-09-20242019
POL735478,2020-08-22,2023-05-31,2024-05-16,479 XXW,expiré,SUNU,banque assurance,2863675,29-09-20242019
POL886022,2023-08-16,2023-12-20,2025-04-25,867M,annulé,LEADWAY,agent generale,4534417,29-09-20242019
POL309001,2022-01-07,2022-04-23,2025-09-04,KO3 F4N,valide,SUNU,agent generale,3823659,29-09-20242019
POL614312,2020-10-13,2021-10-13,2023-01-21,136 URE,valide,SUNU,agent generale,2830325,29-09-20242019
POL498275,2021-06-28,2025-01-02,2025-06-15,9MJ 158,expiré,LEADWAY,courtier,862694,29-09-20242019
POL431456,2019-10-04,2024-02-16,2024-07-01,3DO7081,valide,NSIA,banque assurance,3564952,29-09-20242019
POL178127,2021-03-23,2024-09-16,2024-11-02,868-YCP,valide,NSIA,bureau direct,4152694,29-09-20242019
POL156623,2020-10-24,2022-10-23,2025-08-13,741 GMJ,annulé,NSIA,banque assurance,436749,29-09-20242019
POL488135,2024-07-19,2024-11-22,2025-08-16,147823,valide,NSIA,bureau direct,61832,29-09-20242019
POL885132,2022-02-19,2024-06-30,2025-09-23,CUR-1665,suspendu,SUNU,banque assurance,1610774,29-09-20242019
POL093639,2020-11-07,2023-08-29,2023-08-30,47M GS2,suspendu,SUNU,bureau direct,1310529,29-09-20242019
POL794723,2024-02-28,2025-06-11,2025-07-24,BBN 159,suspendu,SUNU,bureau direct,1873619,29-09-20242019
POL115677,2022-05-05,2022-08-31,2025-04-16,G36 0IV,suspendu,NSIA,banque assurance,4239710,29-09-20242019
