numero_police,date_edition,date_effet,date_echeance,numero_immatriculation,statut_contrat,entite,type_intermediaire,prime_nette,date_creation
POL908569,2020-10-01,2021-02-10,2022-01-03,HHZ-681,suspendu,SUNU,agent generale,4741146,29-09-20242019
POL101875,2019-12-31,2023-01-09,2023-03-15,5-4023I,valide,LEADWAY,agent generale,3165697,29-09-20242019
POL864496,2021-06-10,2024-01-21,2025-01-25,LNL 583,suspendu,LEADWAY,courtier,287180,29-09-20242019
POL113193,2023-11-27,2024-10-24,2025-06-24,545 VFG,suspendu,NSIA,agent generale,2839038,29-09-20242019
POL835429,2021-02-08,2021-08-27,2024-07-04,MBM 378,valide,SUNU,agent generale,4055808,29-09-20242019
POL277005,2023-11-12,2024-10-15,2025-05-29,2SOE506,annulé,SUNU,agent generale,4209274,29-09-20242019
POL967713,2022-03-29,2025-01-22,2025-08-17,382-QIK,expiré,SUNU,bureau direct,1614886,29-09-20242019
POL248886,2019-12-24,2020-10-07,2024-05-08,9UVK 97,annulé,NSIA,banque assurance,2826617,29-09-20242019
POL765455,2023-04-03,2023-10-20,2024-06-03,0TP45,suspendu,NSIA,bureau direct,591660,29-09-20242019
POL408982,2019-10-10,2020-12-04,2025-06-05,ZSW 311,annulé,NSIA,bureau direct,4697863,29-09-20242019
POL016688,2023-10-09,2023-12-05,2025-06-23,8P339,expiré,SUNU,banque assurance,493294,29-09-20242019
POL104517,2020-09-13,2023-05-05,2025-02-06,86-7504R,expiré,NSIA,banque assurance,2634528,29-09-20242019
POL737363,2023-09-27,2024-10-30,2025-03-29,MV 59890,annulé,NSIA,agent generale,2849635,29-09-20242019
POL727714,2023-12-31,2025-07-28,2025-08-05,KHW 877,suspendu,LEADWAY,agent generale,1279671,29-09-20242019
POL381450,2020-05-15,2020-08-02,2024-10-17,77-O224,expiré,LEADWAY,bureau direct,4719997,29-09-20242019
POL198907,2020-06-10,2022-12-04,2023-01-06,393 RKX,valide,NSIA,bureau direct,438078,29-09-20242019
POL641971,2021-07-23,2024-03-24,2024-12-09,3B 9966R,annulé,NSIA,banque assurance,2604550,29-09-20242019
POL074602,2022-06-24,2025-08-03,2025-08-23,9WG L94,valide,LEADWAY,courtier,2914695,29-09-20242019
POL756814,2023-09-22,2024-11-23,2024-12-08,T02-ZSC,suspendu,SUNU,agent generale,2323122,29-09-20242019
POL236612,2021-10-06,2022-11-11,2023-08-14,664-OSY,valide,LEADWAY,banque assurance,2467811,29-09-20242019
POL382447,2020-07-04,2022-03-30,2022-07-30,3765 NQ,valide,SUNU,banque assurance,3420494,29-09-20242019
POL565759,2021-06-15,2024-08-15,2024-12-31,992 HU7,expiré,LEADWAY,banque assurance,339584,29-09-20242019
POL985433,2023-12-11,2025-01-26,2025-01-28,2Q VR013,expiré,LEADWAY,courtier,3069571,29-09-20242019
POL222472,2023-08-12,2023-10-27,2024-03-29,150156,valide,SUNU,courtier,3229536,29-09-20242019
POL476584,2022-05-26,2024-10-03,2024-10-28,5-S5362,suspendu,SUNU,agent generale,4899854,29-09-20242019
POL489024,2021-12-05,2023-07-05,2024-10-10,093-COT,suspendu,LEADWAY,bureau direct,1839052,29-09-20242019
POL172097,2021-02-16,2025-02-17,2025-09-01,389-PQQ,expiré,SUNU,bureau direct,4231187,29-09-20242019
POL183694,2021-02-05,2024-12-09,2025-07-15,144-EVM,suspendu,LEADWAY,banque assurance,4693776,29-09-20242019
POL629639,2020-10-18,2021-11-03,2023-06-06,555QF,suspendu,SUNU,courtier,82659,29-09-20242019
POL924575,2020-08-08,2021-02-05,2024-05-23,206-DNOE,annulé,SUNU,banque assurance,4335838,29-09-20242019
POL588183,2020-04-08,2022-01-03,2023-05-07,718526,expiré,NSIA,courtier,2912865,29-09-20242019
POL772865,2022-10-05,2023-07-11,2024-03-11,6F 14583,suspendu,NSIA,courtier,2907686,29-09-20242019
POL912208,2021-04-15,2024-05-14,2025-03-21,ZZC 264,annulé,LEADWAY,bureau direct,3273838,29-09-20242019
POL702443,2022-11-09,2023-01-15,2023-03-07,543-GWD,expiré,NSIA,courtier,974586,29-09-20242019
POL440239,2024-01-24,2024-12-07,2025-09-11,ZSP 508,expiré,SUNU,banque assurance,408838,29-09-20242019
POL950636,2020-08-05,2022-11-16,2025-01-05,KKE 109,suspendu,SUNU,banque assurance,4671717,29-09-20242019
POL742796,2021-08-20,2021-12-17,2025-08-25,399 AVG,expiré,NSIA,agent generale,2317134,29-09-20242019
POL490313,2022-07-07,2024-10-04,2025-09-07,2B214,expiré,NSIA,courtier,2309057,29-09-20242019
POL067279,2020-02-11,2020-07-22,2024-09-04,219 APX,suspendu,LEADWAY,banque assurance,3612772,29-09-20242019
POL711338,2022-09-18,2023-12-16,2024-04-04,2N 17356,expiré,LEADWAY,courtier,3763741,29-09-20242019
POL839498,2021-06-20,2023-05-05,2025-08-02,OY3 4076,valide,SUNU,bureau direct,1781341,29-09-20242019
POL807125,2021-01-31,2023-09-25,2025-07-29,140 RM8,suspendu,NSIA,agent generale,1403998,29-09-20242019
POL717788,2020-11-08,2024-12-02,2025-06-01,66O•447,annulé,SUNU,courtier,4342387,29-09-20242019
POL491996,2019-12-19,2024-05-23,2024-06-05,730559,annulé,LEADWAY,bureau direct,4575763,29-09-20242019
POL040470,2020-08-01,2025-04-08,2025-09-01,821NZV,valide,NSIA,agent generale,3126118,29-09-20242019
POL169916,2021-09-27,2023-01-08,2025-08-31,29B 419,annulé,NSIA,bureau direct,613108,29-09-20242019
POL119267,2021-07-29,2022-05-04,2023-08-17,1-4144J,annulé,LEADWAY,bureau direct,3515902,29-09-20242019
POL142760,2021-07-03,2024-04-21,2024-08-08,57X Z70,suspendu,NSIA,banque assurance,3193169,29-09-20242019
POL518847,2020-04-19,2021-04-19,2024-08-02,ZWY 832,expiré,LEADWAY,courtier,2217082,29-09-20242019
POL190308,2023-03-06,2023-07-03,2024-11-29,RGN 226,suspendu,NSIA,banque assurance,3717708,29-09-20242019
POL982901,2020-12-04,2023-03-17,2024-05-07,095 UZ8,expiré,SUNU,courtier,4949790,29-09-20242019
POL867119,2022-12-26,2023-07-16,2025-07-17,42-QR11,annulé,LEADWAY,bureau direct,538802,29-09-20242019
POL193746,2024-08-31,2024-11-30,2024-12-29,MCM 290,valide,SUNU,courtier,1194752,29-09-20242019
POL750248,2019-11-20,2021-06-28,2022-05-27,90R 634,valide,LEADWAY,courtier,2201999,29-09-20242019
POL840184,2021-03-07,2023-10-04,2024-05-28,Q78-ULC,suspendu,NSIA,bureau direct,3718346,29-09-20242019
POL532481,2022-12-29,2023-11-29,2025-01-13,ZPW 377,suspendu,NSIA,courtier,1178578,29-09-20242019
POL073269,2022-04-24,2023-03-08,2023-03-21,38C A77,valide,SUNU,banque assurance,2245887,29-09-20242019
POL296370,2021-05-21,2023-01-24,2023-02-03,5A UW451,annulé,LEADWAY,bureau direct,81812,29-09-20242019
POL706984,2023-02-07,2023-05-31,2024-06-09,0TL K97,suspendu,SUNU,banque assurance,4402493,29-09-20242019
POL552917,2021-04-13,2024-04-26,2025-05-25,ZYZ 194,suspendu,NSIA,bureau direct,2513088,29-09-20242019
POL977517,2023-11-17,2025-03-11,2025-05-25,981 TMV,annulé,SUNU,agent generale,1432813,29-09-20242019
POL525789,2022-05-02,2023-01-02,2024-02-08,403559,annulé,LEADWAY,courtier,2509554,29-09-20242019
POL847699,2022-12-30,2024-04-03,2024-12-03,21W T72,valide,SUNU,bureau direct,4215328,29-09-20242019
POL759709,2020-10-28,2023-05-07,2025-09-09,DBD 668,expiré,SUNU,agent generale,3308984,29-09-20242019
POL969516,2023-04-22,2023-05-07,2023-12-07,LAS 186,expiré,SUNU,agent generale,1207500,29-09-20242019
POL958157,2023-07-21,2025-05-06,2025-08-05,113 HHF,suspendu,NSIA,banque assurance,3723616,29-09-20242019
POL276903,2023-04-14,2024-01-01,2024-08-24,494 0CN,expiré,LEADWAY,agent generale,4457045,29-09-20242019
POL355187,2022-04-07,2024-09-17,2025-02-21,Y15 8YV,suspendu,LEADWAY,bureau direct,3031089,29-09-20242019
POL927577,2023-08-15,2024-09-16,2025-06-28,97A GO3,suspendu,LEADWAY,courtier,1734480,29-09-20242019
POL913003,2020-06-02,2021-05-13,2021-08-12,PYW-5642,expiré,NSIA,bureau direct,1798160,29-09-20242019
POL225059,2020-12-05,2025-09-21,2025-09-27,LLZ 463,expiré,LEADWAY,bureau direct,4150077,29-09-20242019
POL208255,2020-06-08,2025-03-29,2025-08-25,MOP 501,expiré,SUNU,banque assurance,1145621,29-09-20242019
POL216939,2023-08-29,2024-11-23,2025-07-13,650 8WM,annulé,NSIA,agent generale,4285077,29-09-20242019
POL437723,2024-01-14,2025-01-24,2025-07-03,1-L8611,suspendu,NSIA,bureau direct,2885157,29-09-20242019
POL318704,2021-05-12,2024-10-03,2025-03-04,ZWP-8830,annulé,SUNU,bureau direct,2911997,29-09-20242019
POL657500,2023-10-13,2025-02-19,2025-08-25,54VV9,expiré,NSIA,bureau direct,2672134,29-09-20242019
POL231591,2021-11-06,2022-07-12,2024-06-13,016 0UA,expiré,NSIA,bureau direct,853283,29-09-20242019
POL446100,2020-06-04,2021-05-28,2023-10-13,236B,annulé,LEADWAY,bureau direct,543558,29-09-20242019
POL454006,2023-10-02,2025-07-13,2025-07-27,0E 0893L,annulé,LEADWAY,agent generale,868348,29-09-20242019
POL946997,2022-10-10,2025-06-02,2025-08-05,6R 3U8MRY,expiré,SUNU,bureau direct,817762,29-09-20242019
POL720373,2021-08-05,2022-05-27,2023-09-04,QVQ 245,annulé,NSIA,bureau direct,1127290,29-09-20242019
POL071298,2024-01-28,2025-05-27,2025-08-31,D84 7TS,valide,NSIA,banque assurance,4790662,29-09-20242019
POL659139,2023-08-06,2025-03-16,2025-08-12,439 2OF,valide,LEADWAY,banque assurance,3297090,29-09-20242019
POL135507,2021-06-13,2023-11-03,2025-07-04,K31 6KX,annulé,SUNU,banque assurance,3914992,29-09-20242019
POL570026,2019-11-21,2023-04-11,2023-11-18,65-RD01,expiré,LEADWAY,banque assurance,3606074,29-09-20242019
POL601355,2021-10-29,2022-04-15,2022-11-04,9A 0L2ZVK,valide,NSIA,banque assurance,1779374,29-09-20242019
POL204606,2022-01-31,2025-02-25,2025-04-27,MRZ 409,annulé,NSIA,bureau direct,3926460,29-09-20242019
POL617626,2022-07-29,2023-11-07,2025-06-15,EHE-3858,suspendu,LEADWAY,agent generale,1804894,29-09-20242019
POL555497,2024-03-19,2024-11-02,2024-12-28,TJR 379,valide,NSIA,banque assurance,2963369,29-09-20242019
POL147551,2024-01-08,2024-11-29,2025-03-19,M33-CYN,annulé,NSIA,agent generale,622107,29-09-20242019
POL971447,2022-11-04,2023-05-26,2024-11-08,UU-1927,suspendu,SUNU,courtier,2057174,29-09-20242019
POL423346,2024-06-09,2024-07-14,2025-08-16,N93-70V,suspendu,LEADWAY,banque assurance,1353388,29-09-20242019
POL544797,2022-12-17,2025-08-31,2025-09-28,852-664,expiré,LEADWAY,bureau direct,3650652,29-09-20242019
POL603555,2019-12-28,2024-12-02,2025-06-17,91-75340,valide,LEADWAY,agent generale,2430207,29-09-20242019
POL501835,2022-06-29,2023-11-01,2025-01-11,4D W0977,annulé,LEADWAY,courtier,3864502,29-09-20242019
POL590642,2024-05-14,2025-02-07,2025-07-15,417 OHI,annulé,LEADWAY,bureau direct,3321472,29-09-20242019
POL038161,2023-04-27,2024-07-27,2025-04-23,94M IK3,suspendu,LEADWAY,bureau direct,4538019,29-09-20242019
POL310352,2020-06-25,2022-11-05,2024-09-14,T08-RXX,expiré,NSIA,banque assurance,3016361,29-09-20242019
POL118124,2024-06-20,2025-02-28,2025-06-19,4LXY060,valide,LEADWAY,courtier,483779,29-09-20242019
POL766318,2019-11-01,2024-04-14,2025-09-03,8XB 869,expiré,SUNU,bureau direct,447863,29-09-20242019
POL461377,2022-02-03,2023-09-13,2023-12-03,082T2,expiré,SUNU,bureau direct,3650473,29-09-20242019
POL938114,2019-11-16,2024-01-09,2024-11-23,612-AYF,valide,LEADWAY,bureau direct,1243625,29-09-20242019
POL852685,2023-01-12,2024-03-12,2024-04-04,1QR 043,annulé,NSIA,courtier,1913813,29-09-20242019
POL680386,2022-05-23,2025-08-26,2025-09-01,9EY6434,expiré,SUNU,bureau direct,924683,29-09-20242019
POL118673,2022-10-18,2023-12-20,2025-08-16,1PMV884,suspendu,NSIA,banque assurance,4369766,29-09-20242019
POL648963,2021-07-07,2025-05-06,2025-08-25,936 HZF,expiré,NSIA,banque assurance,2160817,29-09-20242019
POL872399,2022-12-02,2025-03-06,2025-03-16,DHE-791,valide,SUNU,bureau direct,4315816,29-09-20242019
POL953674,2020-10-16,2023-04-20,2025-01-05,ZWY 8106,expiré,NSIA,bureau direct,1276972,29-09-20242019
POL390449,2020-06-01,2025-03-17,2025-07-20,692-FOF,annulé,SUNU,bureau direct,866730,29-09-20242019
POL844412,2021-09-16,2022-10-07,2023-02-18,LHQ-0952,suspendu,NSIA,bureau direct,914382,29-09-20242019
POL195054,2022-10-13,2024-06-19,2025-06-05,619 BBY,suspendu,NSIA,courtier,3878830,29-09-20242019
POL789395,2023-05-22,2024-06-17,2025-01-16,9W932,valide,NSIA,courtier,1468101,29-09-20242019
POL117783,2021-03-24,2023-10-13,2024-04-17,1N TL153,valide,LEADWAY,agent generale,1265546,29-09-20242019
POL657269,2023-02-20,2025-02-25,2025-05-30,756908,expiré,LEADWAY,courtier,1208178,29-09-20242019
POL467469,2022-04-06,2023-01-27,2024-02-08,294695,valide,NSIA,courtier,1832597,29-09-20242019
POL098244,2023-08-21,2024-11-19,2025-05-09,485 VKD,suspendu,SUNU,courtier,1651748,29-09-20242019
POL614684,2021-05-19,2022-10-03,2023-07-11,86-48064,annulé,NSIA,bureau direct,359525,29-09-20242019
POL824714,2022-10-02,2025-08-31,2025-09-02,00LE6,valide,LEADWAY,banque assurance,1999960,29-09-20242019
POL260196,2023-04-18,2023-05-25,2024-01-13,SMV-5855,expiré,LEADWAY,bureau direct,328102,29-09-20242019
POL634503,2021-01-17,2022-10-31,2025-03-30,KOP 933,valide,NSIA,banque assurance,3980885,29-09-20242019
POL917062,2020-09-08,2023-09-13,2025-07-09,70T 906,annulé,NSIA,bureau direct,530481,29-09-20242019
POL349103,2019-12-12,2024-01-05,2025-09-28,0IY D05,valide,LEADWAY,courtier,3433828,29-09-20242019
POL617933,2024-04-28,2025-05-13,2025-07-27,846P0,annulé,LEADWAY,courtier,2516561,29-09-20242019
POL336192,2020-02-03,2022-03-30,2023-08-25,3-G8894,expiré,LEADWAY,agent generale,1442841,29-09-20242019
POL850957,2022-02-02,2023-02-08,2024-09-02,46-1390H,valide,LEADWAY,banque assurance,2980619,29-09-20242019
POL009813,2023-10-23,2024-04-25,2024-07-21,902 2591,valide,LEADWAY,courtier,4725152,29-09-20242019
POL616761,2023-12-07,2024-09-26,2025-03-07,6-T3227,annulé,SUNU,bureau direct,3298963,29-09-20242019
POL123843,2022-03-10,2024-09-04,2025-02-03,420X,suspendu,NSIA,bureau direct,1541803,29-09-20242019
POL051956,2021-03-11,2023-02-17,2025-07-02,YB0 6382,valide,NSIA,courtier,3747643,29-09-20242019
POL239581,2021-07-20,2023-01-23,2024-10-22,0PEJ 83,annulé,LEADWAY,agent generale,742279,29-09-20242019
POL234313,2021-01-05,2025-08-05,2025-08-16,8SO P95,expiré,LEADWAY,bureau direct,4429993,29-09-20242019
POL584837,2022-07-28,2025-01-10,2025-01-10,090 GAY,annulé,SUNU,courtier,2387109,29-09-20242019
POL784540,2023-09-13,2025-08-11,2025-09-20,5RS C36,suspendu,SUNU,banque assurance,2724891,29-09-20242019
POL550949,2022-07-09,2025-03-03,2025-04-20,LM5 K1K,expiré,SUNU,bureau direct,4455248,29-09-20242019
POL523173,2024-03-25,2025-07-23,2025-08-28,387 KQK,suspendu,LEADWAY,banque assurance,427998,29-09-20242019
POL723165,2023-11-20,2024-11-22,2025-02-25,900F,annulé,NSIA,courtier,2693175,29-09-20242019
POL132844,2023-07-08,2025-03-05,2025-06-22,OIT1385,annulé,NSIA,courtier,2912444,29-09-20242019
POL297629,2023-12-23,2024-06-15,2025-05-26,1OD N09,expiré,SUNU,bureau direct,2737772,29-09-20242019
POL010033,2020-03-24,2023-12-28,2024-11-11,VOL 717,valide,NSIA,bureau direct,1236908,29-09-20242019
POL194208,2022-05-18,2025-01-25,2025-04-29,9-4013E,valide,NSIA,agent generale,4449251,29-09-20242019
POL860850,2020-06-20,2021-08-29,2024-05-19,301-YOR,annulé,LEADWAY,courtier,2144948,29-09-20242019
POL950524,2020-08-05,2022-06-03,2025-09-12,ZUH 761,valide,LEADWAY,bureau direct,1691665,29-09-20242019
POL200226,2023-02-12,2023-06-22,2024-08-05,294 LGW,valide,NSIA,courtier,1398569,29-09-20242019
POL533176,2024-06-16,2025-04-22,2025-07-29,66C XX9,expiré,LEADWAY,bureau direct,593028,29-09-20242019
POL177201,2024-03-24,2025-02-14,2025-04-18,056-YYBS,valide,LEADWAY,banque assurance,2570508,29-09-20242019
POL498886,2021-05-20,2021-05-23,2022-07-29,NO 13062,suspendu,SUNU,bureau direct,1816935,29-09-20242019
POL891799,2022-09-24,2025-03-14,2025-07-25,D23-LFS,expiré,SUNU,courtier,2633661,29-09-20242019
POL814545,2021-12-08,2022-04-01,2023-09-10,414P9,annulé,SUNU,courtier,1561524,29-09-20242019
POL606291,2022-09-05,2023-04-23,2023-08-30,LLR5818,expiré,LEADWAY,bureau direct,759525,29-09-20242019
POL346235,2024-04-09,2024-10-06,2025-07-27,9OU A62,annulé,SUNU,agent generale,4921362,29-09-20242019
POL733814,2022-06-13,2022-12-28,2023-05-29,763 YGZ,annulé,SUNU,agent generale,1994848,29-09-20242019
POL250314,2020-09-13,2022-11-24,2025-06-18,580-JDW,valide,NSIA,courtier,4629947,29-09-20242019
POL452371,2020-05-24,2025-05-19,2025-09-02,5TEM 00,annulé,SUNU,banque assurance,1171567,29-09-20242019
POL758968,2021-06-10,2022-12-22,2023-12-12,S64 9TH,expiré,LEADWAY,bureau direct,2933380,29-09-20242019
POL828436,2022-12-06,2023-06-03,2024-07-30,KYN-591,expiré,LEADWAY,agent generale,4701388,29-09-20242019
POL589935,2024-02-21,2025-06-07,2025-07-09,6P UK817,expiré,LEADWAY,banque assurance,3628644,29-09-20242019
POL575512,2024-03-03,2024-06-04,2025-01-01,24IC131,suspendu,SUNU,bureau direct,68486,29-09-20242019
POL360997,2021-12-04,2024-12-14,2025-06-04,75U 7551,expiré,SUNU,agent generale,4951503,29-09-20242019
POL374477,2024-04-13,2025-02-01,2025-04-07,BMY5885,expiré,SUNU,banque assurance,3075615,29-09-20242019
POL509670,2023-02-17,2025-02-09,2025-08-02,806 YMY,expiré,NSIA,courtier,3635716,29-09-20242019
POL952937,2022-07-09,2024-05-07,2025-08-09,4162 XN,annulé,SUNU,bureau direct,3050719,29-09-20242019
POL941937,2022-03-07,2025-09-05,2025-09-14,QXJ8844,annulé,NSIA,bureau direct,1635390,29-09-20242019
POL384320,2022-01-21,2022-08-10,2023-05-02,497A2,valide,NSIA,agent generale,2737567,29-09-20242019
POL889692,2022-04-04,2025-08-05,2025-09-23,172 QMG,valide,SUNU,banque assurance,3183335,29-09-20242019
POL197370,2022-05-21,2023-04-24,2024-11-20,1NYE 27,suspendu,SUNU,bureau direct,2263142,29-09-20242019
POL584317,2023-12-25,2025-09-22,2025-09-28,ZUW 662,suspendu,NSIA,banque assurance,1338575,29-09-20242019
POL257733,2021-08-03,2021-12-08,2022-07-08,ONT 359,expiré,NSIA,bureau direct,3400788,29-09-20242019
POL996381,2022-05-21,2022-11-11,2024-04-18,DP 8421,suspendu,SUNU,courtier,4436679,29-09-20242019
POL792739,2020-04-17,2024-10-30,2025-01-03,563-250,annulé,LEADWAY,courtier,2879296,29-09-20242019
POL418007,2023-11-05,2024-08-18,2025-05-15,LWM4441,valide,SUNU,agent generale,4509511,29-09-20242019
POL930757,2022-04-26,2024-08-28,2025-03-11,RUT-729,annulé,NSIA,courtier,4733844,29-09-20242019
POL805219,2020-02-04,2023-02-10,2023-06-05,795-MXR,annulé,SUNU,agent generale,3737264,29-09-20242019
POL411697,2024-08-27,2025-09-10,2025-09-17,18-8782H,annulé,SUNU,courtier,3017553,29-09-20242019
POL511891,2024-02-14,2025-07-05,2025-09-26,47P H85,valide,NSIA,agent generale,1648179,29-09-20242019
POL361806,2024-08-20,2024-08-26,2024-09-30,YXP 335,suspendu,SUNU,bureau direct,1992972,29-09-20242019
POL520880,2023-11-17,2025-03-09,2025-06-06,6E RR964,suspendu,LEADWAY,banque assurance,2408254,29-09-20242019
POL702874,2022-11-14,2024-08-17,2025-02-28,37X 3299,expiré,SUNU,bureau direct,106677,29-09-20242019
POL969940,2022-07-26,2023-04-13,2023-09-17,7-Y5322,annulé,LEADWAY,courtier,1439292,29-09-20242019
POL025258,2020-12-05,2023-06-01,2024-03-08,GHY-1678,expiré,NSIA,bureau direct,3315972,29-09-20242019
POL784446,2020-06-13,2025-04-24,2025-05-06,88EP905,valide,NSIA,bureau direct,1699820,29-09-20242019
POL224865,2020-06-26,2020-07-27,2025-04-05,DTK 198,valide,LEADWAY,agent generale,2309621,29-09-20242019
POL661991,2020-07-13,2025-07-05,2025-08-27,ETT-279,valide,NSIA,agent generale,3411361,29-09-20242019
POL500142,2020-07-02,2021-03-29,2022-09-21,485-MGU,annulé,LEADWAY,courtier,664599,29-09-20242019
POL183251,2023-04-01,2024-10-11,2025-02-22,P09 5WD,suspendu,NSIA,bureau direct,4066155,29-09-20242019
POL077010,2024-06-24,2024-09-19,2025-01-21,417 YEE,suspendu,NSIA,banque assurance,1906382,29-09-20242019
POL257667,2023-03-10,2025-05-03,2025-05-31,921-DUX,annulé,SUNU,banque assurance,4968759,29-09-20242019
POL301149,2021-04-07,2021-10-27,2022-12-10,PVV2022,valide,SUNU,bureau direct,2156273,29-09-20242019
POL463318,2022-12-11,2025-04-14,2025-06-07,00-X541,annulé,SUNU,courtier,1030959,29-09-20242019
POL915122,2022-08-19,2025-01-24,2025-05-10,570-XCT,annulé,SUNU,bureau direct,4892797,29-09-20242019
POL136046,2024-07-22,2025-03-10,2025-05-23,06-65078,suspendu,NSIA,courtier,4867690,29-09-20242019
POL428819,2023-05-01,2025-07-27,2025-08-26,WH2 N0L,valide,NSIA,bureau direct,4295512,29-09-20242019
POL470409,2023-05-23,2023-08-24,2024-08-25,1Y 8629W,suspendu,SUNU,courtier,2411684,29-09-20242019
POL968443,2021-11-17,2023-06-25,2024-08-27,WZ-7516,valide,LEADWAY,agent generale,3812869,29-09-20242019
POL950395,2021-07-08,2023-11-11,2024-04-05,4BZ 306,expiré,LEADWAY,agent generale,3571165,29-09-20242019
POL375140,2020-08-30,2021-11-08,2025-06-13,004 MAQ,suspendu,NSIA,agent generale,4795060,29-09-20242019
POL694167,2023-05-21,2024-12-12,2025-05-12,BSP 741,annulé,NSIA,agent generale,3618523,29-09-20242019
POL158152,2024-03-12,2024-08-21,2025-06-15,BJO0411,expiré,NSIA,courtier,1077098,29-09-20242019
POL257765,2021-07-31,2023-04-12,2023-08-12,126 WOM,annulé,SUNU,banque assurance,2051883,29-09-20242019
POL815434,2021-11-15,2023-12-06,2024-01-10,I32 5SK,expiré,NSIA,bureau direct,1022632,29-09-20242019
POL932840,2020-01-07,2023-07-16,2023-09-14,GES-482,suspendu,SUNU,agent generale,609431,29-09-20242019
POL759881,2021-01-31,2022-06-29,2022-12-18,WZS 358,suspendu,SUNU,bureau direct,721154,29-09-20242019
POL508965,2020-03-11,2025-05-22,2025-08-29,VUU-673,suspendu,LEADWAY,bureau direct,1227132,29-09-20242019
POL387463,2023-09-09,2024-08-01,2024-08-01,44ZI1,expiré,NSIA,banque assurance,2986476,29-09-20242019
POL422006,2021-08-31,2022-07-05,2023-09-28,1-8693Y,valide,SUNU,banque assurance,1893919,29-09-20242019
POL785593,2021-10-22,2025-09-05,2025-09-16,101-JDN,annulé,NSIA,agent generale,433447,29-09-20242019
POL276750,2022-09-12,2023-05-15,2023-07-04,584-783,expiré,SUNU,banque assurance,783667,29-09-20242019
POL751545,2023-02-13,2024-02-18,2025-08-02,XBZ 354,valide,SUNU,bureau direct,4711733,29-09-20242019
POL096462,2020-12-22,2024-03-19,2024-09-12,9S 74263,annulé,SUNU,courtier,4504472,29-09-20242019
POL742401,2020-05-03,2022-03-01,2025-02-26,ORT 125,valide,LEADWAY,banque assurance,2702523,29-09-20242019
POL737627,2022-01-10,2023-09-13,2024-04-11,PZF 221,expiré,LEADWAY,courtier,128056,29-09-20242019
POL490151,2022-03-20,2024-08-16,2025-03-25,MA 07427,valide,SUNU,banque assurance,2594934,29-09-20242019
POL498593,2021-07-20,2023-03-28,2025-05-02,5SB3194,annulé,NSIA,banque assurance,4963978,29-09-20242019
POL470227,2022-10-23,2022-10-28,2022-12-25,MZZ-787,expiré,NSIA,courtier,4747264,29-09-20242019
POL357207,2021-05-26,2023-05-28,2025-07-15,562QMW,suspendu,NSIA,agent generale,1019897,29-09-20242019
POL208338,2019-12-27,2022-11-16,2024-07-01,4XK S98,annulé,LEADWAY,bureau direct,2712375,29-09-20242019
POL086022,2020-09-02,2024-05-17,2024-06-18,HBC 736,suspendu,LEADWAY,bureau direct,2637119,29-09-20242019
POL462879,2021-04-17,2023-07-16,2023-07-18,114-MSJ,valide,NSIA,banque assurance,762236,29-09-20242019
POL475872,2023-04-28,2023-07-14,2025-09-03,798 RUA,suspendu,LEADWAY,courtier,2198767,29-09-20242019
POL700397,2023-03-13,2023-10-10,2024-02-10,NGD 943,suspendu,LEADWAY,agent generale,230207,29-09-20242019
POL312460,2022-02-23,2023-04-09,2024-03-17,JED 433,valide,SUNU,bureau direct,435048,29-09-20242019
POL839898,2023-04-09,2024-12-17,2025-05-07,227RTN,suspendu,LEADWAY,courtier,3646679,29-09-20242019
POL717581,2022-09-12,2023-06-02,2024-07-08,FYL-6607,expiré,SUNU,banque assurance,753931,29-09-20242019
POL912978,2020-07-01,2023-06-12,2023-06-20,273 SFV,valide,LEADWAY,agent generale,4664524,29-09-20242019
POL064748,2022-05-11,2024-10-18,2025-06-17,8ZL 886,expiré,NSIA,agent generale,4963233,29-09-20242019
POL695794,2023-12-03,2024-02-10,2024-09-28,116 INO,suspendu,NSIA,agent generale,2819390,29-09-20242019
POL479324,2020-07-28,2025-07-29,2025-09-11,639-VJA,annulé,NSIA,agent generale,731069,29-09-20242019
POL543970,2023-06-22,2024-11-17,2025-02-25,QCA 318,suspendu,SUNU,banque assurance,2372116,29-09-20242019
POL597229,2021-09-26,2025-01-24,2025-07-15,160 EIP,expiré,LEADWAY,agent generale,507721,29-09-20242019
POL739155,2024-02-27,2025-02-21,2025-04-15,9678 YR,suspendu,SUNU,courtier,773719,29-09-20242019
POL040871,2021-07-19,2024-08-31,2025-02-26,87D•226,expiré,LEADWAY,courtier,3497306,29-09-20242019
POL343579,2023-08-10,2024-01-18,2024-09-20,60ZT008,annulé,SUNU,courtier,1279555,29-09-20242019
POL116099,2021-11-10,2023-08-15,2023-12-01,747 SCH,annulé,SUNU,banque assurance,3799165,29-09-20242019
POL157510,2022-12-10,2024-06-17,2025-02-15,39Y G50,expiré,NSIA,agent generale,2641299,29-09-20242019
POL975123,2022-12-08,2024-10-12,2025-02-18,587 WSC,suspendu,LEADWAY,courtier,1845323,29-09-20242019
POL403840,2021-07-24,2024-09-22,2025-07-23,160 NYS,valide,LEADWAY,agent generale,1938636,29-09-20242019
POL260419,2020-06-19,2024-03-23,2025-09-19,227-BWMT,suspendu,SUNU,agent generale,4942617,29-09-20242019
POL575003,2020-01-23,2023-09-16,2025-04-24,079 8996,expiré,NSIA,agent generale,2411356,29-09-20242019
